drug_name,gene_name
ROTENONE,AR
"5,7-DIMETHOXYISOFLAVONE",HSD17B10
SORAFENIB,RET
ESTRADIOL VALERATE,EHMT2
CHEMBL:CHEMBL1307453,EHMT2
RO31-8220,SMAD3
EMODIN,AHR
VITAMIN A,NFE2L2
SENNOSIDE A,APEX1
CHEMBL:CHEMBL599088,TP53
TRACAZOLATE,TP53
CHEMBL:CHEMBL579420,GMNN
PROFLAVINE,EHMT2
TAMATINIB,ERBB4
ALLOPURINOL,CYP2D6
PIPLARTINE,TP53
CYCLOVALONE,NOD2
LAMOTRIGINE,CYP1A2
(-)-U-50488,TSHR
METHYSERGIDE,ALDH1A1
DASATINIB ANHYDROUS,PDGFRA
CHEMBL:CHEMBL602969,EHMT2
LAMOTRIGINE,AQP4
QUINACRINE,DRD1
AG 1296,SMN1
AG 1296,SMN2
INDOLE-3-CARBINOL,NFE2L2
CLONIDINE HYDROCHLORIDE,ADRA2A
"1,10-PHENANTHROLINE",EHMT2
GW282974X,CYP1A2
CHEMBL:CHEMBL601146,NFE2L2
KERACYANIN,MAPK14
HESPERADIN,KDR
CHEMBL:CHEMBL260560,TP53
DAUNORUBICIN LIPOSOMAL,THRB
OCHRATOXIN A,NR1H4
EMODIN,CYP2D6
SYK INHIBITOR III,ATXN2
CHEMBL:CHEMBL168075,AR
DIBENZOYLMETHANE,SMN1
SALIRASIB,GMNN
CHEMBL:CHEMBL588250,RAD54L
CHEMBL:CHEMBL1465049,ALDH1A1
CHEMBL:CHEMBL605077,MTOR
BORTEZOMIB,PLG
CHEMBL:CHEMBL1317506,SMAD3
QUERCETIN,PIK3CA
CHEMBL:CHEMBL581872,ALDH1A1
"1,10-PHENANTHROLINE",TARDBP
NAFAMOSTAT,ALDH1A1
CHEMBL:CHEMBL1214274,HPGD
MECLIZINE DIHCL,GMNN
INDOPROFEN,RELA
HARMOL HYDROCHLORIDE,HSD17B10
CARBIDOPA ANHYDROUS,HPGD
STROPHANTHIDIN,SMAD3
SB202190,RIPK2
"5,7-DIHYDROXY-4-METHYLCOUMARIN",HSD17B10
ARACHIDONIC ACID,VDR
ALLYL ISOTHIOCYANATE,TRPA1
AMCINONIDE,GMNN
CHEMBL:CHEMBL259805,NPC1
EPICATECHIN,ALB
LERCANIDIPINE,GMNN
FLUPENTHIXOL,TP53
CHEMBL:CHEMBL234338,USP1
PHENTHOATE,VDR
AFIMOXIFENE,RXRA
CHEMBL:CHEMBL599469,NPC1
ARUNCIN B,CDK1
PYRITHIONE ZINC,TP53
CHEMBL:CHEMBL1317986,HSD17B10
DEGUELIN,CYP2D6
5-HYDROXYINDOLEACETIC ACID,HPGD
CHEMBL:CHEMBL548540,SNCA
CHEMBL:CHEMBL587801,GMNN
TRACAZOLATE,CREBBP
QUERCETIN,ALDH1A1
PALMITOYL-CARNITINE,USP1
SB202190,IGF1R
S(+)-APOMORPHINE,CYP1A2
ALDICARB,AHR
CHEMBL:CHEMBL297304,WRN
M-CHLOROPHENYLPIPERAZINE,CYP2D6
CHEMBL:CHEMBL1606,AR
LAMIVUDINE,ABCC1
CHEMBL:CHEMBL392068,APH1B
FENBENDAZOLE,GMNN
BORTEZOMIB,CAPN1
ANETHOLE TRITHIONE,VDR
EMODIN,AR
PYROGALLOL,ALDH1A1
YESSOTOXIN,GYPA
METHOCTRAMINE,EHMT2
HESPERADIN,FYN
EUFLAVINE,APEX1
"3,4-DIMETHOXYDALBERGIONE",VDR
CHEMBL:CHEMBL241813,ALOX15
ILORASERTIB,MET
TAMATINIB,PDGFRB
DAUNORUBICIN LIPOSOMAL,HDAC8
BUTOCONAZOLE,HSP90AA1
CHEMBL:CHEMBL1362503,NFE2L2
DOPAMINE,DRD3
PYROGALLOL,HPGD
GUANFACINE HYDROCHLORIDE,EHMT2
CHEMBL:CHEMBL1601846,CASP6
MELPHALAN,EHMT2
EPINEPHRINE,DRD1
CHEMBL:CHEMBL587728,GMNN
25-HYDROXYCHOLESTEROL,NPC1
RETUSIN,ABCG2
POMIFERIN,ALOX15
ROTENONE,CDK1
RG-1530,NTRK1
MT-3724,RPS3A
JP1302,FEN1
CHEMBL:CHEMBL1688556,HSP90AA1
RESACTIN A,NR2F2
LAPACHONE,MAPT
CHEMBL:CHEMBL602408,EHMT2
HOMIDIUM,FEN1
CHEMBL:CHEMBL297304,NFE2L2
[3H]GBR12935,ALOX15
CHEMBL:CHEMBL421215,TP53
ERLOTINIB,JAK2
HERNIARIN,HSD17B10
CHEMBL:CHEMBL416038,KAT2B
PD-98059,CYP1A2
VINPOCETINE,DRD1
DEQUALINIUM,HSD17B10
CHEMBL:CHEMBL260028,NPC1
CHEMBL:CHEMBL2181040,MAPT
SB 204741,MAPT
MT-3724,RPS8
CHOLECALCIFEROL,VDR
PHENOTHIAZINE,MAPT
BECLOMETHASONE,NR3C1
CHEMBL:CHEMBL456559,PTK2
CLORGILINE,CYP1A2
DYCLONINE HYDROCHLORIDE,ALDH1A1
MITOMYCIN,CYP1A2
SUPROFEN METHYL ESTER,HPGD
PURPURIN,MAPK1
HYDROXYZINE PAMOATE,EHMT2
STAUROSPORINE AGLYCON,MAPT
CHEMBL:CHEMBL1317506,GMNN
CHEMBL:CHEMBL1465049,VDR
XENTUZUMAB,IGF1
INDIGO,APEX1
MORONIC ACID,PTPN1
CHEMBL:CHEMBL77387,ALDH1A1
CHEMBL:CHEMBL1422873,GAA
SR59230A,CYP1A2
SEROTONIN,CYP1A2
AURINTRICARBOXYLIC ACID,TDP1
(S)-SARGACHROMENOL,NR1H4
ILORASERTIB,MAPK14
2-IODOACETAMIDE,EHMT2
PICEID,POLB
INDOCATE,AR
FLUPIRTINE MALEATE,USP1
CHEMBL:CHEMBL151797,PLK1
CHEMBL:CHEMBL592123,TP53
CHEMBL:CHEMBL73380,AR
EFONIDIPINE,AR
ATRACURIUM BESYLATE,AR
DENDROAMIDE A,ABCB1
ROTENONE,NFE2L2
CHEMBL:CHEMBL1588679,HIF1A
PLUMBAGIN,EGFR
CHEMBL:CHEMBL53738,NFE2L2
EPOTHILONE D,TUBB4B
IXABEPILONE,ERBB2
INOTUZUMAB OZOGAMICIN,BCR
LUSUTROMBOPAG,F5
MIVACURIUM,BCHE
DACOMITINIB ANHYDROUS,EGFR
DOVITINIB,FGFR3
RUXOLITINIB,JAK2
MIRDAMETINIB,MAP2K1
APITOLISIB,MTOR
TEMSIROLIMUS,MTOR
SIROLIMUS,MTOR
CRENOLANIB,PDGFRA
ALPELISIB,PIK3CA
FELZARTAMAB,CD38
APITOLISIB,PIK3CA
GSK-2636771,PIK3CD
APITOLISIB,PIK3CG
SF1126,PIK3R4
SONOLISIB,PIK3R1
EVEROLIMUS,AKT1
CABOZANTINIB S-MALATE,RET
COPANLISIB,PIK3CG
MASITINIB,PDGFRA
TERFENADINE,ABCB1
VALSPODAR,ABCB1
DOXYCYCLINE ANHYDROUS,ABCB1
VITAMIN A,ALDH1A2
ATABECESTAT,BACE1
ROSIGLITAZONE,AGTR2
CARBONIC ANHYDRASE INHIBITOR,AQP1
DIMETHYL SULFOXIDE,AQP1
ABIVERTINIB,EGFR
2-METHOXYESTRADIOL,ATF2
EPIRUBICIN,BCL2
OXIDOPAMINE,BDNF
CHLORPROMAZINE,BDNF
DIHYDROTESTOSTERONE,BGLAP
GLYCYRRHETINIC ACID,BGLAP
MITOXANTRONE,BRCA1
PROTOPORPHYRIN,CP
ISOPROTERENOL,CYP19A1
DAUNORUBICIN LIPOSOMAL,CYP1A1
ANABOLIC STEROID,CYP19A1
FULVESTRANT,CYP1A2
SPIRONOLACTONE,CYP1A1
SPIRONOLACTONE,CYP1B1
ACETAMINOPHEN,CYP7B1
OXIDOPAMINE,DDIT3
SAPONIN,CYP7B1
MITOMYCIN,CYP7B1
DOCETAXEL ANHYDROUS,DDIT3
FOLATE ANTAGONIST,DHFR
SULFASALAZINE,DHFR
OLINVACIMAB,KDR
RECOMBINANT INTERLEUKIN-1-ALPHA,EPO
RITUXIMAB,FCGR3A
METHIMAZOLE,FCGR3B
ANTISENSE OLIGONUCLEOTIDES,GFAP
CHEMOPREVENTIVE AGENT,GGT1
PHYTOSTEROL,GHRL
GENTAMICIN,GGT1
MISONIDAZOLE,GSR
CARVEDILOL,GSR
CAMPTOTHECIN,GSTP1
SULFORAPHANE,GSTM1
HYDROQUINONE,IL1B
THERAPEUTIC CORTICOSTEROID,IL1R1
GENTAMICIN,IL2
EDRECOLOMAB,IL2
RECOMBINANT SOLUBLE HUMAN CD4 PROTEIN,IL2
METOCLOPRAMIDE HYDROCHLORIDE,IL2
TROPISETRON,IL2
MARIJUANA,IL2
CYCLOSPORINE,ITGAL
CLOBETASOL PROPIONATE,ITGAL
PAREGORIC,ITGAM
GLIMEPIRIDE,KCNJ11
TRETINOIN,KLK3
DOCETAXEL ANHYDROUS,KLK3
CHOLESTYRAMINE RESIN,LDLR
"PAROXETINE HYDROCHLORIDE, HEMIHYDRATE",SLC6A4
FAT EMULSION,LDLR
METHOXSALEN,MAPK14
LETROZOLE,MMP2
DICLOFENAC SODIUM,MPO
CYCLOPHOSPHAMIDE ANHYDROUS,NAT2
LYCOPENE,NFE2L2
WORTMANNIN,NFE2L2
NONSTEROIDAL ANTIINFLAMMATORY DRUG,NOS1
COMPOUND 32,NRG1
ISOPROTERENOL,NRG1
THEAFLAVIN,PIK3CA
MTOR INHIBITOR,PIK3CG
ROSIGLITAZONE,PIK3CG
GENTAMICIN,PLA2G2A
THEAFLAVIN,PIK3CG
ETIDRONATE DISODIUM,PLA2G2A
BUPROPION HYDROCHLORIDE,PRL
ROQUINIMEX,REG1A
ANTISENSE OLIGONUCLEOTIDES,RELA
ANTISENSE OLIGONUCLEOTIDES,RUNX2
COLCHICINE,SLC2A4
PROTEIN SYNTHESIS INHIBITOR,SLC2A4
FGFR INHIBITOR DEBIO 1347,FGFR1
WORTMANNIN,SPP1
IMMUNOSUPPRESSANT,SPP1
DNA METHYLTRANSFERASE INHIBITOR,STAT4
RECOMBINANT INTERLEUKIN,STAT3
PROGESTERONE,STS
PAREGORIC,TBXA2R
ACIVICIN,TGM2
TRIAMTERENE,TH
CAMPTOTHECIN,THBS1
TRETINOIN,WT1
CAMPTOTHECIN,WRN
BORTEZOMIB,XIAP
DACOMITINIB ANHYDROUS,EGFR
OLAPARIB,ATM
IMATINIB,PDGFRA
IMATINIB,PDGFB
CISPLATIN,ERCC2
PRUXELUTAMIDE,AR
ROZANOLIXIZUMAB,CHRNA4
GALANTAMINE,APOE
VINORELBINE,STMN1
DOXORUBICIN HYDROCHLORIDE,ERCC1
TEBOTELIMAB,LAG3
BUDIGALIMAB,PDCD1
LEVILIMAB,IL6R
VORICONAZOLE,NR1I2
DOXEPIN HYDROCHLORIDE,ABCB1
PAZOPANIB,CXCL8
CAPECITABINE,ABCG2
DOTHIEPIN,SLC6A4
ASPARAGINASE,HLA-DRB1
RUCAPARIB,CYP2D6
ADEFOVIR DIPIVOXIL,NME2
ZIPRASIDONE,LYN
ZANDATRIGINE,SCN8A
HYDRALAZINE,MMP9
HYDROCHLOROTHIAZIDE,LRRC15
CANDESARTAN CILEXETIL,SH2B3
BROMPERIDOL,ABCB1
TRABECTEDIN,ABCB1
ROMIDEPSIN,ABCB1
VALSPODAR,ABCB1
FLUVASTATIN,ABCB1
IGURATIMOD,ABCB1
AZITHROMYCIN,ABCB1
TERFENADINE,ABCB1
PREDNISONE,CTLA4
IMSIDOLIMAB,IL1RL2
TOSITUMOMAB,MS4A1
PEMBROLIZUMAB,EGFR
NERATINIB,EGFR
TREMELIMUMAB,EGFR
OLANZAPINE,PRKAB2
AFLATOXIN B1,CYP2B6
SOFOSBUVIR,IFNL3
GALANTAMINE,CYP2D6
UMECLIDINIUM BROMIDE/VILANTEROL,CYP2D6
MIRABEGRON,CYP2D6
RANOLAZINE,CYP2D6
HYDROCHLOROTHIAZIDE,PRKCA
EPINEPHRINE,ADRA2A
DAUNORUBICIN LIPOSOMAL,CPT1A
OXALIPLATIN,ABCC1
DOXORUBICIN HYDROCHLORIDE,CPT1A
GLYBURIDE,BDKRB2
GLYBURIDE,MAPK1
VALPROIC ACID,PRKAA2
LUSUTROMBOPAG,F5
GLATIRAMER,IFNAR1
THIOGUANINE,BMP7
DAUNORUBICIN LIPOSOMAL,SLCO6A1
DOXORUBICIN HYDROCHLORIDE,SOD2
FLUVASTATIN,CETP
ENTRECTINIB,NTRK1
TENELIGLIPTIN,FMO3
DOCETAXEL ANHYDROUS,NAT2
GOSERELIN ACETATE,ESR1
GEMCITABINE,FKBP5
VORTIOXETINE HYDROBROMIDE,HTR2A
ARSENIC TRIOXIDE,RARA
DOCETAXEL ANHYDROUS,XRCC4
LEVOKETOCONAZOLE,CYP11B2
HYDROCHLOROTHIAZIDE,NELL1
METHIONINE,CBS
NERATINIB,ESR1
DOCETAXEL ANHYDROUS,ABCC1
COAGULATION FACTOR VIIA (RECOMBINANT)-JNCW,F7
DOCETAXEL ANHYDROUS,EPHX1
VORINOSTAT,HDAC6
VORINOSTAT,HDAC3
ROBATUMUMAB,IGF1R
BMS-690514,KDR
CLONIDINE HYDROCHLORIDE,ADRA2A
ASENAPINE,HTR6
ASENAPINE,DRD1
ASENAPINE,ADRA1A
ASENAPINE,DRD3
OLODATEROL,ADRB2
DEXTROAMPHETAMINE SULFATE,SLC18A2
DRONABINOL,CNR2
POLMACOXIB,PTGS2
BEZAFIBRATE,PPARA
AMBRISENTAN,EDNRA
MEBENDAZOLE,TUBB4B
MC-1,P2RY12
MOCETINOSTAT,HDAC9
VORINOSTAT,HDAC6
VORINOSTAT,HDAC3
VORINOSTAT,HDAC1
PLOZALIZUMAB,CCR2
NERATINIB,EGFR
NERAMEXANE,GRIN3A
METHYLINOSITOL,PSENEN
METHYLINOSITOL,APH1A
ZOLPIDEM TARTRATE,GABRA3
ZOLPIDEM TARTRATE,GABRA1
BMN-044,DMD
POZANICLINE,CHRNA4
PSN357,PYGB
TC-6987,CHRNA7
TRAFERMIN,FGFR1
TNX-650,IL13
VIDOFLUDIMUS,IL17A
CLOZAPINE,HRH1
CLOZAPINE,DRD4
CYCLIZINE,HRH1
HEXOBARBITAL,GRIK2
HEXOBARBITAL,GRIA2
IMIPRAMINE HYDROCHLORIDE,SLC6A4
INTERFERON ALFACON-1,IFNAR1
LOSARTAN POTASSIUM,AGTR1
MARIMASTAT,MMP2
NEPAFENAC,PTGS2
OXAZEPAM,GABRA3
NITRAZEPAM,GABRG3
NOREPINEPHRINE,ADRA1A
PENBUTOLOL,ADRB1
TOLCAPONE,COMT
TILUDRONIC ACID,PTPN1
DIVALPROEX SODIUM,ABAT
DIAZEPAM,GABRA3
DALFAMPRIDINE,KCNA1
ESTRIOL,ESR1
FESOTERODINE,CHRM2
FORMOTEROL FUMARATE,ADRB2
ISOFLURANE,GRIA1
MIVACURIUM,CHRM2
OLOPATADINE,HRH1
OXANDROLONE,AR
PROGESTERONE,ESR1
PROCYCLIDINE,CHRM2
PRAZOSIN,ADRA1A
PROMAZINE,CHRM1
PROMAZINE,DRD1
SEVOFLURANE,GRIA1
SERTINDOLE,DRD2
TACRINE,ACHE
ZIPRASIDONE,HRH1
LYM-1,HLA-DRB1
ZICRONAPINE,DRD1
CARBOXYAMIDOTRIAZOLE OROTATE,IL2
VK-2809,THRB
BUDIODARONE,XK
GMI-1359,CXCR4
QUAVONLIMAB,CTLA4
LODAPOLIMAB,CD274
BRD4 INHIBITOR PLX2853,BRD4
IL-2/9/15 GAMMA CHAIN RECEPTOR INHIBITOR BNZ-1,IL2
REPOTRECTINIB,ALK
EPTINEZUMAB,S100A12
OMAVELOXOLONE,GABPA
MIRIKIZUMAB,IL12A
AZD7687,DGAT1
ASTEGOLIMAB,IL33
AVACOPAN,C5AR1
BIMIRALISIB,MTOR
MIRANSERTIB,AKT1
PEFICITINIB,JAK3
APROTININ,TFF2
RESCINNAMINE,ACE
RIBOCICLIB,CDK4
ASPIRIN,HMGCR
DARUSENTAN,EDNRA
CRA1000,CRHR1
SPERMIDINE,TXNRD1
DOPEXAMINE,DRD2
RIBOCICLIB,CCND1
OXAPROZIN,COX8A
IERAMILIMAB,LAG3
PHENPROCOUMON,VKORC1
MEPTAZINOL,BCHE
VANDETANIB,PTEN
DOVITINIB,CSF1R
SOTRASTAURIN ACETATE,PRKCQ
SOTRASTAURIN ACETATE,PRKCA
SIROLIMUS,MTOR
TAMATINIB,SYK
TEMSIROLIMUS,MTOR
NIACINAMIDE,PARP1
MAPRACORAT,NR3C1
TOSITUMOMAB,MS4A1
ABATACEPT,CD80
VORUCICLIB,CDK4
EMEDASTINE,HRH1
OXEGLITAZAR,PPARA
PF-4708671,RPS6KB1
KGP94,CTSL
CCX354,CCR1
STAT3 INHIBITOR OPB-31121,STAT3
ISTIRATUMAB,ERBB3
RESVERATROL,PRKCA
BRIGATINIB,ALK
CI-966,SLC6A1
AZD-4017,HSD11B1
AUTOLOGOUS ANTI-CD19 CAR-T CELLS TBI-1501,CD19
CRIZOTINIB,MET
TOFACITINIB,JAK3
BETAMETHASONE BENZOATE,NR3C1
GSI-136,GLUL
CIPATINIB,ERBB2
CHF-5074,GLUL
ALTENUSIN,SNCA
PF-04691502,PIK3CG
ETHYLESTRENOL,AR
ABIRATERONE ACETATE,CYP17A1
ALACEPRIL,ACE
FENOFIBRIC ACID,PPARA
AZELASTINE,HRH1
DEXAMETHASONE,NR3C1
PENTAGASTRIN,CCKBR
PANOBINOSTAT,HDAC1
REPAGLINIDE,ABCC9
TESTOLACTONE,CYP19A1
VANDETANIB,RET
SR-13668,AKT3
TAK-593,PDGFRB
CL-329167,AGTR1
LTB4,LTB4R
"3,4-METHYLENEDIOXYMETHAMPHETAMINE",SLC6A3
LY-517717,F10
DULIGOTUZUMAB,ERBB3
PBT-1033,MAPT
CHEMBL:CHEMBL450802,SNCA
[3H]8-OH-DPAT,A2M
TFMPP,A2M
YOHIMBINE,NAT2
BO1,ABL1
CENISERTIB,MAP2K2
COMPOUND 24 [PMID: 23441572],ABL2
"COMPOUND 7 [NGUYEN ET AL., 2023]",DNM2
A-119637,ABCA4
PHENTOLAMINE,ABCA4
FIPEXIDE,CYP1A2
[3H]RAUWOLSCINE,ABL1
PHENTOLAMINE,AOC1
PERVILLEINE C,ABCB1
MRE 3008F20,ABAT
LAS38096,ABAT
DERENOFYLLINE,ABCA1
FLAVONE,ABCA1
PD-169316,MAPT
CGS 24012,ABCA1
OSAJIN,ALDH1A1
GASTRIN RELEASING PEPTIDE(14-27) (HUMAN),ACAT1
MEPLAZUMAB,HLA-DRB5
RANATENSIN,ACAT1
COMPOUND 2 [PMID: 11934595],BMP1
LDN-214117,DNMT1
TYRPHOSTIN AG 555,CYP1A2
APABETALONE,EFNA3
LY-294002,BRD3
ET BROMODOMAIN INHIBITOR,EFNA3
JMV1116,BDKRB2
KALLIDIN,BDKRB2
KALLIDIN,ASIC1
FASUDIL,ROCK1
JMV1431,BDKRB2
"[PHE8,&PSI;(CH2-NH)ARG9]BK",BDKRB2
CALPEPTIN,CAPN1
SODIUM DIMETHYLCARBAMODITHIOATE,AR
UAWJ9-36-3,CAPN1
BMS-817399,ACTA1
FELODIPINE,CFTR
OCTANOL,C3
FLUFENAMIC ACID,C4A
ISOTHIOUREA-1T,ACTG1
DALPICICLIB,CDK4
TRILACICLIB,CDK4
CDK1/5 INHIBITOR,EIF4E
EBVACICLIB,EIF4EBP1
TANUXICICLIB,EIF4E
AT-7519,EIF4G1
MILCICLIB,EIF4G1
TRILACICLIB,EIF4G1
SAMURACICLIB,EIF4G1
FLUPHENAZINE HYDROCHLORIDE,ABCD1
PIMOZIDE,ABCD1
"L-741,626",ABCD1
PROMAZINE,ABCD1
MESORIDAZINE,ALDH1A1
(+)-BUTACLAMOL,ALDH1A1
(+)-BUTACLAMOL,ALDH2
EI1,EZH2
SAPITINIB,DXO
ORANTINIB,DXO
PF750,CRMP1
JNJ1661010,CRP
COMPOUND 7R [PMID: 26080733],DPYSL2
"COMPOUND 7 [NGUYEN ET AL., 2023]",DR1
CATEQUENTINIB,DRD3
FRUQUINTINIB,DRD3
VATALANIB,DRD3
BAY-6672,APOC2
COMPOUND 25 [PMID: 31260299],ENO2
ECF506,ENO2
"(1-HYDROXY-1-PHOSPHONO-2-[1,1';4',1'']TERPHENYL-3-YL-ETHYL)-PHOSPHONIC ACID",CXCR5
TIAGABINE HYDROCHLORIDE,CD14
PHENCYCLIDINE,GRIN2B
BALANOL,CST3
CITARINOSTAT,GART
COMPOUND 35M [PMID: 36073117],GART
KA2507,GART
THIOGUANINE,GATA2
ROTTLERIN,BAD
PYRITHIONE ZINC,AZF1
BENSERAZIDE,CNTFR
OMPT,BIN1
&ALPHA;-FLUOROMETHYLENEPHOSPHONATE,BIN1
GERANYLGERANYL DIPHOSPHATE,BLK
EGLUMEGAD,ANPEP
"(2R,3R)-APDC",ANPEP
REFAMETINIB,MAP2K1
UCM1341,ANK3
BILORPHIN,APOF
ETHYLKETOCYCLAZOCINE,APOF
COMPOUND 16 [PMID: 31498617],APOF
LIDOCAINE,BBS1
A-582941,ATF4
HEXAMETHONIUM,ATF3
OSANETANT,AQP4
IBODUTANT,AQP4
Y-RFRP-3,ANXA1
CYCLOSPORINE,SLCO1B3
CARFILZOMIB,PSMB9
GEMFIBROZIL,SLCO1B3
DISPROCYNIUM24,CDK6
MRS2365,APBB2
DATP&ALPHA;S,APBB2
REGLITAZAR,CCND1
NTZDPA,CCND1
LY-465608,CCND1
L-783483,CCND1
ALPELISIB,F5
PQR620,F3
PILARALISIB,F5
PIK-75,F5
FIMEPINOSTAT,F5
GSK1059615,F5
COMPOUND 15A [PMID: 32069401],PIK3CB
ZSTK474,F5
AZD8154,PIK3CB
TASELISIB,PIK3CB
COMPOUND 14K [PMID: 21982499],F10
APR19,BDNF
[HIS5]PTH-(1-34) (HUMAN),XIAP
PTHRP-(1-36),XIAP
"[ILE5,TRP23]PTHRP-(1-36) (HUMAN)",XIAP
ABALOPARATIDE,XIAP
FLUFENAMIC ACID,C9
SANGUINARIUM,VDR
VER-246608,GRM5
CHOLESTEROL SULPHATE,BCL2L1
NANOLUCIFERASE-LABELLED RELAXIN,APP
PF-562271,PRKAA1
GLXC-26326,CXADR
DESMETHOXYYANGONIN,SMN1
AUY954,AMY2A
TODRALAZINE,CYP1A2
COMPOUND 26 [PMID: 16190743],AMY2A
DOCONEXENT,USP1
PEPINEMAB,SEMA4D
CRIZANLIZUMAB,SELP
ASCORBIC ACID,CDSN
COMPOUND 21B [PMID: 31944697],SMPD1
VELDOREOTIDE,FASLG
"L-362,855",FASLG
BIM 23030,FASLG
RJW100,BGLAP
PRU-12,ALDH7A1
RN1747,TRPV4
CHENODEOXYCHOLIC ACID,NR1H4
JAK3 INHIBITOR 32,TYK2
TOFACITINIB,JAK3
SBP-7455,FH
IZORLISIB,PIK3CA
CAPIVASERTIB,AKT1
ENTRECTINIB,NTRK1
DACOMITINIB ANHYDROUS,EGFR
ANTI-HER3 MONOCLONAL ANTIBODY GSK2849330,NRG1
PEMETREXED DISODIUM,ALK
DOVITINIB,CSF1R
RUXOLITINIB,JAK2
CAPIVASERTIB,MTOR
LENVATINIB,RET
ANTI-VEGF MONOCLONAL ANTIBODY,VHL
MTOR INHIBITOR,TSC2
CRIZOTINIB,IGF1R
MTOR INHIBITOR,PTEN
BEVACIZUMAB-AWWB,MMP2
BEVACIZUMAB-AWWB,MMP9
RUXOLITINIB,JAK2
BOSUTINIB,ABL1
VENETOCLAX,ALK
PAZOPANIB,ALK
THZ1,ALK
MPS1-IN-1,CTNNB1
LIRAFUGRATINIB,FGFR2
OXALIPLATIN,FGFR2
FEXAGRATINIB,FGFR3
BARICITINIB,JAK3
SGC0946,KMT2A
ATEZOLIZUMAB,MSH2
DOSTARLIMAB,MSH2
TAS-117,PIK3CA
PI3K/MTOR KINASE INHIBITOR WXFL10030390,PIK3CA
REGORAFENIB,PIK3CA
DOSTARLIMAB,POLD1
DOSTARLIMAB,POLE
PACLITAXEL,PTEN
MULTI-AGC KINASE INHIBITOR AT13148,PTEN
APITOLISIB,PTEN
AZD8835,PTEN
VANDETANIB,PTEN
TGX-221,PTEN
TAS-117,PTEN
IPILIMUMAB,PTEN
PALBOCICLIB,RB1
R547,RB1
VORINOSTAT,RB1
SARACATINIB,VHL
REGORAFENIB,VHL
PIMASERTIB,MAP2K1
XL765,PIK3CA
CLONAZEPAM,GABRA1
ESTAZOLAM,GABRG3
MALATHION,ACE
LACOSAMIDE,SCN9A
TACEDINALINE,HDAC9
PLINABULIN,TUBB4A
VERUBULIN,TUBB4A
ARBACLOFEN PLACARBIL,GABBR2
ESKETAMINE,GRIN3B
BEGACESTAT,APH1B
ESKETAMINE,GRIN2A
VONAPANITASE,ELN
TALAZOPARIB TOSYLATE,PARP2
MUPARFOSTAT,VEGFA
MUPARFOSTAT,FGF2
MUPARFOSTAT,FGF1
PARECOXIB SODIUM,PTGS2
DEXIBUPROFEN,PTGS1
XALIPRODEN,HTR1A
CONBERCEPT,PGF
ROVELIZUMAB,ITGB2
PF-04236921,IL6
DEXFENFLURAMINE HYDROCHLORIDE,HTR2C
CHLORPHENOXAMINE,HRH1
CADAZOLID,RPSA
TUSAMITAMAB RAVTANSINE,TUBA4A
TAS0612,AKT3
TAS0612,AKT1
ZAMICASTAT,DBH
ANG1005,TUBB4A
CONTELTINIB,PTK2
KBP5209,ERBB3
RG-7636,TUBB4A
CERITINIB,NPM1
EDASALONEXENT,NFKB1
SELETALISIB,PIK3CD
BELUMOSUDIL MESYLATE,ROCK1
FIPAMEZOLE,ADRA2A
DEXELVUCITABINE,ERVW-4
IZENCITINIB,TYK2
BUCINDOLOL HYDROCHLORIDE,ADRB2
VB-201,TLR2
GELDANAMYCIN,HSP90AA1
SCOPOLETIN,KAT2A
BENZIODARONE,USP1
ENTRECTINIB,FLT4
RG-1530,JAK3
DASATINIB ANHYDROUS,FGFR1
CHEMBL:CHEMBL1255656,DRD3
CHEMBL:CHEMBL68534,FEN1
AMSACRINE,HSD17B10
NS1619,CYP1A2
CHEMBL:CHEMBL592600,GMNN
CHEMBL:CHEMBL512649,HSD17B10
ARACHIDONIC ACID,MAPT
5-HYDROXYINDOLE,GMNN
GAMMA-AMINOBUTYRIC ACID,EHMT2
CHEMBL:CHEMBL1078000,EGFR
SULBENTINE,GMNN
CHEMBL:CHEMBL590665,TP53
CHELIDAMIC ACID,NFKB1
LINOLENIC ACID,ALDH1A1
NITROBLUE TETRAZOLIUM,KMT2A
ENTRECTINIB,SYK
CHEMBL:CHEMBL189724,CYP1A2
CLOXYQUIN,NFE2L2
ISOPROTERENOL,ADRB2
PYRITHIONE ZINC,HPGD
EMODIN,POLB
ALLITRIDIN,HPGD
RISPERIDONE,DRD2
CHEMBL:CHEMBL536008,GMNN
HESPERADIN,CSK
METHYLERGONOVINE,EHMT2
RG-1530,MAP2K1
CHEMBL:CHEMBL374632,PLK1
CHEMBL:CHEMBL1092508,RAD54L
OXYTETRACYCLINE HYDROCHLORIDE,ALDH1A1
CHEMBL:CHEMBL592305,PPARD
CHEMBL:CHEMBL546580,EHMT2
CHEMBL:CHEMBL421215,HPGD
PICEATANNOL,DRD1
MONTELUKAST SODIUM,CYP1A2
UMECLIDINIUM BROMIDE,CHRM3
LEVODOPA,HSD17B10
BENZOHYDROXAMATE,HDAC6
3-METHOXYCATECHOL,HPGD
RG-1530,NTRK2
COMBRETASTATIN A4,MAPK3
3-AMINOBENZAMIDE,HSD17B10
PHENELZINE SULFATE,EHMT2
BENZO[B]FLUORANTHENE,NFE2L2
ENTRECTINIB,LRRK2
FUMARPROTOCETRARIC ACID,THRB
ESTAZOLAM,BRD3
RO31-8220,ALOX15
