geneSymbol,diseaseName
KLRK1,Multiple Sclerosis
SOD2,Multiple Sclerosis
TNFSF11,Multiple Sclerosis
MPZ,Multiple Sclerosis
BDKRB1,Multiple Sclerosis
MAPT,Multiple Sclerosis
TNFRSF11B,Multiple Sclerosis
HMOX1,Multiple Sclerosis
TNFRSF19,Multiple Sclerosis
RELA,Multiple Sclerosis
SOD1,Multiple Sclerosis
VIPR2,Multiple Sclerosis
SLC1A2,Multiple Sclerosis
CD8A,Multiple Sclerosis
A2M,Multiple Sclerosis
NOTCH1,Multiple Sclerosis
CD44,Multiple Sclerosis
TPMT,Multiple Sclerosis
TNFRSF4,Multiple Sclerosis
KLK6,Multiple Sclerosis
ATP6,Multiple Sclerosis
ND1,Multiple Sclerosis
MSX1,Huntington Disease
SETDB1,Huntington Disease
TRIP10,Huntington Disease
TARDBP,Huntington Disease
NPY,Huntington Disease
PRNP,Huntington Disease
LAMP2,Wolff-Parkinson-White Syndrome
ITGAM,Alzheimer Disease
CXCR2,Alzheimer Disease
PNP,Alzheimer Disease
CNR2,Alzheimer Disease
FAAH,Alzheimer Disease
GRIN1,Alzheimer Disease
S100A9,Alzheimer Disease
CAST,Alzheimer Disease
GNB2L1,Alzheimer Disease
PRDX1,Alzheimer Disease
FLOT1,Alzheimer Disease
DDIT4,Alzheimer Disease
MAPKAPK2,Alzheimer Disease
GART,Alzheimer Disease
BCYRN1,Alzheimer Disease
ATF4,Alzheimer Disease
RPS3A,Alzheimer Disease
CTNNB1,Alzheimer Disease
CTGF,Alzheimer Disease
PPID,Alzheimer Disease
NEFL,Alzheimer Disease
MAPK1,Alzheimer Disease
CSNK1D,Alzheimer Disease
ITSN1,Alzheimer Disease
LEPR,"Multiple Sclerosis, Relapsing-Remitting"
LEP,"Multiple Sclerosis, Relapsing-Remitting"
FTMT,Friedreich Ataxia
TNNT2,Friedreich Ataxia
BTBD10,Amyotrophic Lateral Sclerosis
CHGA,Amyotrophic Lateral Sclerosis
CACNA1S,Amyotrophic Lateral Sclerosis
RAB5A,Amyotrophic Lateral Sclerosis
MET,Amyotrophic Lateral Sclerosis
LOX,Amyotrophic Lateral Sclerosis
GRIA4,Amyotrophic Lateral Sclerosis
FBXO32,Amyotrophic Lateral Sclerosis
GRIN3B,Amyotrophic Lateral Sclerosis
GRM1,Amyotrophic Lateral Sclerosis
PKN1,Amyotrophic Lateral Sclerosis
TIMP3,Amyotrophic Lateral Sclerosis
PPP2R2B,Parkinsonian Disorders
ATXN8OS,Multiple System Atrophy
APTX,Multiple System Atrophy
MAPT,Multiple System Atrophy
DBH,Multiple System Atrophy
UBB,Multiple System Atrophy
PPP2R2B,Multiple System Atrophy
CRYAB,Multiple System Atrophy
TTPA,Spinocerebellar Ataxias
NES,Creutzfeldt-Jakob Syndrome
AQP1,Creutzfeldt-Jakob Syndrome
AIF1,Creutzfeldt-Jakob Syndrome
CASP3,Parkinson Disease
CDNF,Parkinson Disease
SQSTM1,Parkinson Disease
RNF11,Parkinson Disease
GAD1,Parkinson Disease
APOD,Parkinson Disease
C10orf2,Parkinson Disease
BAX,Multiple Sclerosis
APOC2,Multiple Sclerosis
ADRB2,Multiple Sclerosis
PRLR,Multiple Sclerosis
FCGR3A,Multiple Sclerosis
FCGR3B,Multiple Sclerosis
NOS3,Multiple Sclerosis
PRL,Multiple Sclerosis
ASIC2,Multiple Sclerosis
JAG1,Multiple Sclerosis
POU2AF1,Multiple Sclerosis
TAC4,Multiple Sclerosis
ADCYAP1,Multiple Sclerosis
TAC3,Multiple Sclerosis
NDUFS2,Multiple Sclerosis
MYO9B,Multiple Sclerosis
ABCG2,Multiple Sclerosis
ADAD1,Multiple Sclerosis
JAK1,Multiple Sclerosis
HNMT,Multiple Sclerosis
DBP,Multiple Sclerosis
SLC25A27,Multiple Sclerosis
CYP2R1,Multiple Sclerosis
CASP9,Multiple Sclerosis
TH,Multiple Sclerosis
BTG1,Multiple Sclerosis
METTL1,Multiple Sclerosis
POLG,Multiple Sclerosis
MICA,Multiple Sclerosis
SH2B3,Multiple Sclerosis
KIF5A,Multiple Sclerosis
IL2RB,Multiple Sclerosis
IL21R,Multiple Sclerosis
IFNA17,Multiple Sclerosis
RGMA,Multiple Sclerosis
PARP1,Multiple Sclerosis
ZNF433,Multiple Sclerosis
TLR8,Multiple Sclerosis
TLR7,Multiple Sclerosis
VAV2,Multiple Sclerosis
BRCA1,Multiple Sclerosis
TRB,Multiple Sclerosis
SPARCL1,Multiple Sclerosis
CCL17,Multiple Sclerosis
CDSN,Multiple Sclerosis
CPAMD8,Multiple Sclerosis
SOX8,Multiple Sclerosis
RPS6KB1,Multiple Sclerosis
ZBTB46,Multiple Sclerosis
BCL10,Multiple Sclerosis
FEN1,Huntington Disease
HDAC1,Huntington Disease
ATG7,Huntington Disease
CBS,Huntington Disease
CCL5,Alzheimer Disease
ARSA,Alzheimer Disease
APOC2,Alzheimer Disease
PTPRC,Alzheimer Disease
PNMT,Alzheimer Disease
LPA,Alzheimer Disease
HLA-DRB1,Alzheimer Disease
ALB,Alzheimer Disease
FDPS,Alzheimer Disease
TAP2,Alzheimer Disease
SNCG,Alzheimer Disease
PTGES,Alzheimer Disease
PTGER4,Alzheimer Disease
PTGER3,Alzheimer Disease
PTGER1,Alzheimer Disease
ACAT1,Alzheimer Disease
PPIL2,Alzheimer Disease
PIK3CA,Alzheimer Disease
NFE2L2,Alzheimer Disease
MMP2,Alzheimer Disease
BMS1,Alzheimer Disease
ATXN8,Alzheimer Disease
APEX1,Alzheimer Disease
IGFBP3,Alzheimer Disease
AHR,Alzheimer Disease
AGTR2,Alzheimer Disease
EDN1,Alzheimer Disease
SERPINA13P,Alzheimer Disease
DRD1,Alzheimer Disease
CREB1,Alzheimer Disease
COX15,Alzheimer Disease
CNP,Alzheimer Disease
P3H3,Alzheimer Disease
CDKN2A,Alzheimer Disease
CCR2,Alzheimer Disease
TTPA,Alzheimer Disease
SLC2A1,Alzheimer Disease
BMP4,Alzheimer Disease
CX3CL1,Alzheimer Disease
IL12A,Alzheimer Disease
EPC2,Alzheimer Disease
SREBF2,Alzheimer Disease
CAT,Alzheimer Disease
DAB1,Alzheimer Disease
MS4A6A,Alzheimer Disease
APP,Frontotemporal Dementia
VEGFA,Frontotemporal Dementia
PSEN1,Amyotrophic Lateral Sclerosis
MTHFR,Amyotrophic Lateral Sclerosis
GSTO1,Amyotrophic Lateral Sclerosis
WNT5A,Amyotrophic Lateral Sclerosis
SCNN1A,Amyotrophic Lateral Sclerosis
ATXN1,Amyotrophic Lateral Sclerosis
MOB3B,Amyotrophic Lateral Sclerosis
CYP1A2,Amyotrophic Lateral Sclerosis
CYP1A1,Amyotrophic Lateral Sclerosis
MAP3K8,Amyotrophic Lateral Sclerosis
GRIN2A,Amyotrophic Lateral Sclerosis
ATXN8,Parkinsonian Disorders
FUS,Parkinsonian Disorders
SERPINA3,Multiple System Atrophy
UCHL1,Multiple System Atrophy
BDNF,Multiple System Atrophy
GBA,Multiple System Atrophy
EIF4EBP1,Multiple System Atrophy
SLC1A4,Multiple System Atrophy
IL1B,Multiple System Atrophy
IL10,Multiple System Atrophy
CST3,Multiple System Atrophy
PRNT,Creutzfeldt-Jakob Syndrome
MTMR7,Creutzfeldt-Jakob Syndrome
FRAXA,Parkinson Disease
WFS1,Parkinson Disease
LMX1A,Parkinson Disease
ND4,Parkinson Disease
GATA2,Parkinson Disease
AKT1,Parkinson Disease
DCTN1,Parkinson Disease
NUDT1,Parkinson Disease
LINGO2,Parkinson Disease
HLA-DRB5,Parkinson Disease
CCDC62,Parkinson Disease
LAMP3,Parkinson Disease
PLG,Parkinson Disease
NNMT,Parkinson Disease
SREBF1,Parkinson Disease
CDR3,Multiple Sclerosis
TREM2,Frontotemporal Dementia
LAMC2,Amyotrophic Lateral Sclerosis
ATXN3,Parkinsonian Disorders
C9orf72,Parkinsonian Disorders
TMEM106B,GRN-related frontotemporal dementia
EPHX3,Creutzfeldt-Jakob Syndrome
EPHX4,Creutzfeldt-Jakob Syndrome
KLC1,Multiple Sclerosis
ITGA1,Multiple Sclerosis
NAIP,Multiple Sclerosis
ATP8,Multiple Sclerosis
TRNL1,Multiple Sclerosis
NEWENTRY,Multiple Sclerosis
CAT,Multiple Sclerosis
IL6R,Multiple Sclerosis
XAF1,Multiple Sclerosis
GAPDH,Multiple Sclerosis
TRBV5-2,Multiple Sclerosis
RTN4,Multiple Sclerosis
GAD1,Multiple Sclerosis
PVALB,Multiple Sclerosis
PTPRCAP,Multiple Sclerosis
SLC1A3,Multiple Sclerosis
SLC1A1,Multiple Sclerosis
NT5E,Multiple Sclerosis
NOV,Multiple Sclerosis
TKT,Multiple Sclerosis
BIRC3,Multiple Sclerosis
TPI1,Multiple Sclerosis
TPSAB1,Multiple Sclerosis
CCR7,Multiple Sclerosis
BIRC2,Multiple Sclerosis
PRSS3,Multiple Sclerosis
XIAP,Multiple Sclerosis
SCN8A,Multiple Sclerosis
CDK5,Huntington Disease
PRPF40A,Huntington Disease
NLRP1,Huntington Disease
ATF2,Huntington Disease
PRKCA,Huntington Disease
TIMP2,Huntington Disease
ITPR3,Huntington Disease
GHRL,Huntington Disease
CARD16,Huntington Disease
TGM3,Huntington Disease
RPH3A,Huntington Disease
NLRP3,Huntington Disease
TPPP,Huntington Disease
SOD1,Huntington Disease
MMP2,Huntington Disease
DNAJB2,Huntington Disease
KPNA1,Huntington Disease
CP,Huntington Disease
AKT1,Huntington Disease
FASA,Huntington Disease
TCERG1,Huntington Disease
GIT1,Huntington Disease
RIPK2,Huntington Disease
H2AFX,Huntington Disease
SGK1,Huntington Disease
ND5,Wolff-Parkinson-White Syndrome
RNF146,Alzheimer Disease
ITGAV,Alzheimer Disease
PDE8B,Alzheimer Disease
MSI1,Alzheimer Disease
CFTR,Alzheimer Disease
SLC30A1,Alzheimer Disease
GLUL,Alzheimer Disease
EEF2,Alzheimer Disease
MRE11A,Alzheimer Disease
EPOR,Alzheimer Disease
MTRR,Alzheimer Disease
S100A12,Alzheimer Disease
SREK1,Alzheimer Disease
CKB,Alzheimer Disease
RPS6KB1,Alzheimer Disease
KCNC4,Alzheimer Disease
TNFSF10,Alzheimer Disease
UBXN4,Alzheimer Disease
KALRN,Alzheimer Disease
NME1,Alzheimer Disease
APOM,Alzheimer Disease
STMN1,Alzheimer Disease
NEWENTRY,Alzheimer Disease
GRIA2,Alzheimer Disease
ITGB1,Alzheimer Disease
STX8,Alzheimer Disease
NUMB,Alzheimer Disease
SERPINI1,Alzheimer Disease
CCNC,Alzheimer Disease
CDKN1B,Alzheimer Disease
CAMK2A,Alzheimer Disease
CDH2,Alzheimer Disease
GGA1,Alzheimer Disease
LAMA1,Alzheimer Disease
BHLHB9,Alzheimer Disease
STXBP1,Alzheimer Disease
BRCA1,Alzheimer Disease
P2RY2,Alzheimer Disease
RGS4,Alzheimer Disease
BCL2L2,Alzheimer Disease
RAF1,Alzheimer Disease
PURA,Alzheimer Disease
CHAF1B,Alzheimer Disease
GPC1,Alzheimer Disease
CASP4,Alzheimer Disease
PAK1,Alzheimer Disease
HTR1A,Alzheimer Disease
HSPA5,Alzheimer Disease
BACH1,Alzheimer Disease
STUB1,Alzheimer Disease
RAB6A,Alzheimer Disease
SREK1IP1,Alzheimer Disease
HMGB1,Alzheimer Disease
C21orf2,Alzheimer Disease
C5AR1,Alzheimer Disease
RTN4,Alzheimer Disease
MFI2,Alzheimer Disease
MEF2A,Alzheimer Disease
BDKRB2,Alzheimer Disease
LRRC15,Alzheimer Disease
LOC646506,Alzheimer Disease
KCNIP3,Alzheimer Disease
DLG4,Alzheimer Disease
GABBR1,Alzheimer Disease
DBN1,Alzheimer Disease
SLC18A2,Alzheimer Disease
HNRNPA2B1,Alzheimer Disease
UGCG,Alzheimer Disease
CYBB,Alzheimer Disease
AQP1,Alzheimer Disease
FASLG,Alzheimer Disease
GRIA3,Alzheimer Disease
GRIA1,Alzheimer Disease
CHGB,Alzheimer Disease
CHGA,Alzheimer Disease
AMIGO2,Alzheimer Disease
ATF2,Alzheimer Disease
MTNR1A,Alzheimer Disease
POLB,Alzheimer Disease
NAAA,Alzheimer Disease
ARPP19,Alzheimer Disease
NME2,Alzheimer Disease
FABP3,Alzheimer Disease
MAP2K2,Alzheimer Disease
ERG,Alzheimer Disease
TLR9,Alzheimer Disease
NACA,Alzheimer Disease
APBA3,Alzheimer Disease
TP53BP2,Alzheimer Disease
PRDX3,Alzheimer Disease
EEF2K,Alzheimer Disease
ABCG4,Alzheimer Disease
NDRG2,Alzheimer Disease
CDK5R2,Alzheimer Disease
LAMC1,Alzheimer Disease
PTGES2,Alzheimer Disease
PCSK1N,Alzheimer Disease
HSPB8,Alzheimer Disease
CSF1,Alzheimer Disease
PRKACA,Alzheimer Disease
MAPK3,Alzheimer Disease
GRIN2A,Alzheimer Disease
MMP9,"Multiple Sclerosis, Relapsing-Remitting"
ADRBK1,"Multiple Sclerosis, Relapsing-Remitting"
IL13,Amyotrophic Lateral Sclerosis
ANKRD2,Amyotrophic Lateral Sclerosis
TNFRSF1A,Amyotrophic Lateral Sclerosis
LAMC1,Amyotrophic Lateral Sclerosis
ENG,Amyotrophic Lateral Sclerosis
SCG2,Amyotrophic Lateral Sclerosis
LOC643387,Amyotrophic Lateral Sclerosis
SNCA,Amyotrophic Lateral Sclerosis
GRIA3,Amyotrophic Lateral Sclerosis
ANKRD1,Amyotrophic Lateral Sclerosis
ALS2CL,Amyotrophic Lateral Sclerosis
TRPM2,Amyotrophic Lateral Sclerosis
APOH,Parkinsonian Disorders
CHAT,Parkinsonian Disorders
NEFL,Parkinsonian Disorders
PPP1R1B,Multiple System Atrophy
PARK2,Multiple System Atrophy
YWHAB,Multiple System Atrophy
NEFL,Multiple System Atrophy
IL10,"Multiple Sclerosis, Chronic Progressive"
MMP9,"Multiple Sclerosis, Chronic Progressive"
CTLA4,"Multiple Sclerosis, Chronic Progressive"
MX1,"Multiple Sclerosis, Chronic Progressive"
PLP1,"Multiple Sclerosis, Chronic Progressive"
PRKACG,Spinocerebellar Ataxias
STUB1,Spinocerebellar Ataxias
SUMF1,Spinocerebellar Ataxias
H2AFX,Spinocerebellar Ataxias
ABCB1,Creutzfeldt-Jakob Syndrome
ACHE,Creutzfeldt-Jakob Syndrome
CHGB,Creutzfeldt-Jakob Syndrome
CHGA,Creutzfeldt-Jakob Syndrome
YWHAQ,Creutzfeldt-Jakob Syndrome
SIRT2,Parkinson Disease
CASP9,Parkinson Disease
CD200,Parkinson Disease
WWOX,Parkinson Disease
CUL9,Parkinson Disease
PRDX2,Parkinson Disease
ATXN8OS,Parkinson Disease
ACHE,Parkinson Disease
NDUFA1,Parkinson Disease
PRDX3,Parkinson Disease
AMIGO2,Parkinson Disease
CDKN2A,Parkinson Disease
PAWR,Parkinson Disease
GAD2,Parkinson Disease
YWHAZ,Parkinson Disease
HSP90AB2P,Parkinson Disease
RNF19A,Parkinson Disease
PDYN,Parkinson Disease
MEF2D,Parkinson Disease
LPO,Parkinson Disease
E2F1,Parkinson Disease
RB1,Parkinson Disease
BCL2L1,Parkinson Disease
CD200R1,Parkinson Disease
PVALB,Parkinson Disease
PRDX5,Parkinson Disease
PSMC4,Parkinson Disease
FAS,Parkinson Disease
CCL3,Parkinson Disease
NRG1,Parkinson Disease
NPPB,Parkinson Disease
NFKB1,Parkinson Disease
ATF2,Parkinson Disease
TYR,Parkinson Disease
ASIC2,Parkinson Disease
NPTX2,Parkinson Disease
FADD,Parkinson Disease
FUBP1,Parkinson Disease
SCN8A,Parkinson Disease
TSC2,Parkinson Disease
GABRA3,Multiple Sclerosis
FCGR2A,Multiple Sclerosis
ERBB3,Multiple Sclerosis
CCR1,Multiple Sclerosis
TYR,Multiple Sclerosis
PTPRA,Multiple Sclerosis
APOC1,Multiple Sclerosis
PLCG1,Multiple Sclerosis
PSMB8,Multiple Sclerosis
PSMD2,Multiple Sclerosis
PRKRA,Multiple Sclerosis
MMP1,Multiple Sclerosis
NCF1B,Multiple Sclerosis
IRF9,Multiple Sclerosis
MROH2B,Multiple Sclerosis
NCF1C,Multiple Sclerosis
KMO,Multiple Sclerosis
KIR3DL2,Multiple Sclerosis
JAK2,Multiple Sclerosis
IRF4,Multiple Sclerosis
H6PD,Multiple Sclerosis
GIPR,Multiple Sclerosis
GBP1,Multiple Sclerosis
ABCB1,Multiple Sclerosis
AKT3,Multiple Sclerosis
FH,Multiple Sclerosis
EXO1,Multiple Sclerosis
DUSP1,Multiple Sclerosis
DRD3,Multiple Sclerosis
CEP170,Multiple Sclerosis
PIAS1,Multiple Sclerosis
DBH,Multiple Sclerosis
PLD5,Multiple Sclerosis
WDR64,Multiple Sclerosis
PNPT1,Multiple Sclerosis
CHRM3,Multiple Sclerosis
CHRM2,Multiple Sclerosis
CHML,Multiple Sclerosis
CFLAR,Multiple Sclerosis
OLIG3,Multiple Sclerosis
GREM2,Multiple Sclerosis
KIR2DP1,Multiple Sclerosis
KIR3DL3,Multiple Sclerosis
ZP4,Multiple Sclerosis
CASP7,Multiple Sclerosis
CASP5,Multiple Sclerosis
CASP3,Multiple Sclerosis
CASP2,Multiple Sclerosis
CASP10,Multiple Sclerosis
FMN2,Multiple Sclerosis
OPN3,Multiple Sclerosis
C7,Multiple Sclerosis
ECE2,Multiple Sclerosis
ZNF45,Multiple Sclerosis
STAT2,Multiple Sclerosis
SELL,Multiple Sclerosis
SDCCAG8,Multiple Sclerosis
CCL14,Multiple Sclerosis
CCL13,Multiple Sclerosis
CCL1,Multiple Sclerosis
RYR2,Multiple Sclerosis
RGS7,Multiple Sclerosis
RGS2,Multiple Sclerosis
TMEM74B,Multiple Sclerosis
CSMD1,Multiple Sclerosis
ASAP1,Multiple Sclerosis
ASAP2,Multiple Sclerosis
EN1,Multiple Sclerosis
PDZRN4,Multiple Sclerosis
SH3GL2,Multiple Sclerosis
SLC25A36,Multiple Sclerosis
ZIC1,Multiple Sclerosis
RFC5,Multiple Sclerosis
RFC4,Multiple Sclerosis
RFC2,Multiple Sclerosis
RFC1,Multiple Sclerosis
RAD54L,Multiple Sclerosis
RAD52,Multiple Sclerosis
RAD51D,Multiple Sclerosis
RAD51B,Multiple Sclerosis
RAD51C,Multiple Sclerosis
RAD51,Multiple Sclerosis
RAD23B,Multiple Sclerosis
RAD23A,Multiple Sclerosis
PRKDC,Multiple Sclerosis
POLE,Multiple Sclerosis
POLD1,Multiple Sclerosis
POLB,Multiple Sclerosis
PNKP,Multiple Sclerosis
PLAU,Multiple Sclerosis
PCNA,Multiple Sclerosis
OR2H1,Multiple Sclerosis
OGG1,Multiple Sclerosis
NTHL1,Multiple Sclerosis
OR2H2,Multiple Sclerosis
NFKBIL1,Multiple Sclerosis
NBN,Multiple Sclerosis
MUTYH,Multiple Sclerosis
MRE11A,Multiple Sclerosis
MPG,Multiple Sclerosis
MNAT1,Multiple Sclerosis
MICD,Multiple Sclerosis
MTRR,Multiple Sclerosis
MBD4,Multiple Sclerosis
LIG4,Multiple Sclerosis
LIG3,Multiple Sclerosis
MMS19,Multiple Sclerosis
NHEJ1,Multiple Sclerosis
NOD1,Multiple Sclerosis
APEX1,Multiple Sclerosis
IGHV4-28,Multiple Sclerosis
IFNGR2,Multiple Sclerosis
HSPB2,Multiple Sclerosis
HLA-J,Multiple Sclerosis
GTF2H4,Multiple Sclerosis
GTF2H1,Multiple Sclerosis
GPC6,Multiple Sclerosis
XRCC6,Multiple Sclerosis
GSTT1,Multiple Sclerosis
GNB3,Multiple Sclerosis
FEN1,Multiple Sclerosis
ERCC8,Multiple Sclerosis
ERCC6,Multiple Sclerosis
ERCC5,Multiple Sclerosis
ERCC4,Multiple Sclerosis
ERCC3,Multiple Sclerosis
ERCC2,Multiple Sclerosis
ERCC1,Multiple Sclerosis
MUS81,Multiple Sclerosis
CEP112,Multiple Sclerosis
PARP2,Multiple Sclerosis
DDB2,Multiple Sclerosis
CTNNA3,Multiple Sclerosis
EME1,Multiple Sclerosis
HCG4P8,Multiple Sclerosis
GTF2H5,Multiple Sclerosis
PHACTR2,Multiple Sclerosis
SUMF1,Multiple Sclerosis
DCTN1,Multiple Sclerosis
HCG4,Multiple Sclerosis
TSHR,Multiple Sclerosis
NEIL2,Multiple Sclerosis
NEIL1,Multiple Sclerosis
APEX2,Multiple Sclerosis
CDK7,Multiple Sclerosis
DCLRE1C,Multiple Sclerosis
RAD54B,Multiple Sclerosis
SMUG1,Multiple Sclerosis
HELZ,Multiple Sclerosis
TLR6,Multiple Sclerosis
CCNH,Multiple Sclerosis
TLR10,Multiple Sclerosis
XAB2,Multiple Sclerosis
CACNG4,Multiple Sclerosis
OR12D3,Multiple Sclerosis
VWA7,Multiple Sclerosis
XRCC5,Multiple Sclerosis
XRCC4,Multiple Sclerosis
XRCC3,Multiple Sclerosis
XRCC2,Multiple Sclerosis
XRCC1,Multiple Sclerosis
XPC,Multiple Sclerosis
XPA,Multiple Sclerosis
WRN,Multiple Sclerosis
TLR5,Multiple Sclerosis
TDG,Multiple Sclerosis
BRCA2,Multiple Sclerosis
RPA3,Multiple Sclerosis
RPA2,Multiple Sclerosis
RPA1,Multiple Sclerosis
UBD,Multiple Sclerosis
IL26,Multiple Sclerosis
AIF1,Multiple Sclerosis
HCG27,Multiple Sclerosis
EHMT2,Multiple Sclerosis
PSORS1C3,Multiple Sclerosis
ZBTB12,Multiple Sclerosis
C2,Multiple Sclerosis
DDX39B,Multiple Sclerosis
MCCD1,Multiple Sclerosis
HCG26,Multiple Sclerosis
PSORS1C1,Multiple Sclerosis
NELFE,Multiple Sclerosis
DHX16,Multiple Sclerosis
POU5F1,Multiple Sclerosis
TCF19,Multiple Sclerosis
RAD21L1,Multiple Sclerosis
FLOT1,Multiple Sclerosis
TRIM10,Multiple Sclerosis
LEKR1,Multiple Sclerosis
TMEM135,Multiple Sclerosis
TRIM42,Multiple Sclerosis
RELN,Multiple Sclerosis
TRPA1,Multiple Sclerosis
C1GALT1,Multiple Sclerosis
BICD1,Multiple Sclerosis
WDR7,Multiple Sclerosis
NLRP11,Multiple Sclerosis
OSTF1,Multiple Sclerosis
PCSK5,Multiple Sclerosis
TBC1D2,Multiple Sclerosis
AXDND1,Multiple Sclerosis
CD83,Multiple Sclerosis
MET,Multiple Sclerosis
NUBPL,Multiple Sclerosis
HCCAT5,Multiple Sclerosis
INSIG2,Multiple Sclerosis
FOXO3,Multiple Sclerosis
IGF2R,Multiple Sclerosis
NCKAP5,Multiple Sclerosis
SVIL,Multiple Sclerosis
MXI1,Multiple Sclerosis
KCNIP1,Multiple Sclerosis
ELOF1,Multiple Sclerosis
PPP1R11,Multiple Sclerosis
HCG18,Multiple Sclerosis
RDH10,Multiple Sclerosis
STAU2,Multiple Sclerosis
DCHS2,Multiple Sclerosis
IER3,Multiple Sclerosis
PMAIP1,Multiple Sclerosis
DAB2,Multiple Sclerosis
RASGEF1A,Multiple Sclerosis
CUEDC1,Multiple Sclerosis
DTHD1,Multiple Sclerosis
ATP1A1-AS1,Multiple Sclerosis
SPEF2,Multiple Sclerosis
PTK2,Multiple Sclerosis
TRIM2,Multiple Sclerosis
HSPB1,Multiple Sclerosis
YWHAG,Multiple Sclerosis
POPDC3,Multiple Sclerosis
AHI1,Multiple Sclerosis
IL20RA,Multiple Sclerosis
ZFP36L1,Multiple Sclerosis
SP140,Multiple Sclerosis
GPR65,Multiple Sclerosis
SLC30A7,Multiple Sclerosis
MALT1,Multiple Sclerosis
ZNF767P,Multiple Sclerosis
HHEX,Multiple Sclerosis
DKKL1,Multiple Sclerosis
NFKBIZ,Multiple Sclerosis
CLECL1,Multiple Sclerosis
MPV17L2,Multiple Sclerosis
SLC15A2,Multiple Sclerosis
BATF,Multiple Sclerosis
ODF3B,Multiple Sclerosis
BACH2,Multiple Sclerosis
MANBA,Multiple Sclerosis
RGS14,Multiple Sclerosis
SAE1,Multiple Sclerosis
VDAC1,Multiple Sclerosis
SESN3,Multiple Sclerosis
MYNN,Multiple Sclerosis
SYK,Multiple Sclerosis
PVR,Multiple Sclerosis
NDFIP1,Multiple Sclerosis
HBS1L,Multiple Sclerosis
MLANA,Multiple Sclerosis
ILDR1,Multiple Sclerosis
EPS15L1,Multiple Sclerosis
PRM1,Multiple Sclerosis
GSTO2,Huntington Disease
GSTO1,Huntington Disease
DMPK,Huntington Disease
HEXA,Huntington Disease
GRIK1,Huntington Disease
HIP1,Huntington Disease
FMR1,Huntington Disease
PEX7,Huntington Disease
MTRR,Huntington Disease
MTR,Huntington Disease
MAP2K6,Huntington Disease
MAP3K6,Huntington Disease
ATG5,Huntington Disease
ATG16L1,Huntington Disease
ATG3,Huntington Disease
BECN1,Huntington Disease
GSTA4,Alzheimer Disease
DLD,Alzheimer Disease
CCL4,Alzheimer Disease
APOF,Alzheimer Disease
APBB3,Alzheimer Disease
ABCG5,Alzheimer Disease
ABCA12,Alzheimer Disease
TCN2,Alzheimer Disease
STIM1,Alzheimer Disease
SCARB1,Alzheimer Disease
PSMB8,Alzheimer Disease
HTRA1,Alzheimer Disease
PPP1R3A,Alzheimer Disease
POU2F1,Alzheimer Disease
PIK3R1,Alzheimer Disease
M6PR,Alzheimer Disease
LIPA,Alzheimer Disease
IL1R2,Alzheimer Disease
HSPA2,Alzheimer Disease
HSPA1B,Alzheimer Disease
AMY2A,Alzheimer Disease
MS,Alzheimer Disease
ACAD8,Alzheimer Disease
APBB1IP,Alzheimer Disease
DNAJC12,Alzheimer Disease
COG1,Alzheimer Disease
NPC2,Alzheimer Disease
RASSF4,Alzheimer Disease
SAR1A,Alzheimer Disease
SEC24C,Alzheimer Disease
SERPINF2,Alzheimer Disease
SGPL1,Alzheimer Disease
ZWINT,Alzheimer Disease
L1CAM,Alzheimer Disease
PLCE1,Alzheimer Disease
Sep.03,Alzheimer Disease
SUPV3L1,Alzheimer Disease
UBE2D1,Alzheimer Disease
PZP,Alzheimer Disease
PYGB,Alzheimer Disease
PTPN6,Alzheimer Disease
PTPN1,Alzheimer Disease
PTMS,Alzheimer Disease
PTH,Alzheimer Disease
PTGIS,Alzheimer Disease
PTGIR,Alzheimer Disease
PTGFR,Alzheimer Disease
OLIG2,Alzheimer Disease
PRKAG3,Alzheimer Disease
PRKACB,Alzheimer Disease
PRKAB1,Alzheimer Disease
PRKAB2,Alzheimer Disease
PRKAA1,Alzheimer Disease
PRDM2,Alzheimer Disease
PPP1R10,Alzheimer Disease
B4GALT1,Alzheimer Disease
PLA2G2D,Alzheimer Disease
PITX3,Alzheimer Disease
PHEX,Alzheimer Disease
PHF1,Alzheimer Disease
PEA15,Alzheimer Disease
PDGFRB,Alzheimer Disease
PDGFRA,Alzheimer Disease
PCSK2,Alzheimer Disease
PCSK1,Alzheimer Disease
REG3A,Alzheimer Disease
OTC,Alzheimer Disease
ACACB,Alzheimer Disease
A2MP1,Alzheimer Disease
NRF1,Alzheimer Disease
NR1H4,Alzheimer Disease
NPY2R,Alzheimer Disease
NPPB,Alzheimer Disease
NFRKB,Alzheimer Disease
NFKB1,Alzheimer Disease
SERPINC1,Alzheimer Disease
ABL2,Alzheimer Disease
MYO10,Alzheimer Disease
MYC,Alzheimer Disease
MSR1,Alzheimer Disease
MMP16,Alzheimer Disease
MMP19,Alzheimer Disease
MLYCD,Alzheimer Disease
MICB,Alzheimer Disease
CIITA,Alzheimer Disease
SMAD3,Alzheimer Disease
LTC4S,Alzheimer Disease
LTB4R,Alzheimer Disease
LRP5,Alzheimer Disease
LIPC,Alzheimer Disease
LHB,Alzheimer Disease
RRP1,Alzheimer Disease
TAF8,Alzheimer Disease
TMEM217,Alzheimer Disease
APOO,Alzheimer Disease
PI4KB,Alzheimer Disease
TRNY,Alzheimer Disease
TRNP,Alzheimer Disease
